text,class,score
i wanna be the very best in order to become the very best pokenom trainer bash needs to prepare a team of pokenom to participate in the pokenom world championship bash has n pokenoms each pokenom has 3 stats attack defense and health bash wants to select k pokenoms with highest attack k pokenoms with highest defense and k pokenoms with highest health after selection bash found something strange his team have less than 3 times k pokenoms bash looks carefully at n 4 pokenoms he has chikapu attack 100 defense 100 health 100 batterfly attack 10 defense 10 health 10 mewthree attack 200 defense 200 health 80 dragonon attack 150 defense 150 health 90 when bash selects pokenom with k 1 only mewthree and chikapu are selected this is because mewthree has highest attack and highest defense your task is simple you are given the stats of all n pokenoms and the number k calculate how many different pokenoms are there in bash s team the first line of input contains 2 integers n and k 1 le k le n le 1 000 output one line containing exactly one integer the number of pokenom in bash s team,medium,3.1
cu chi tunnels the tunnels of cu chi are an immense network of underground tunnels connecting rooms located in the cu chi district of ho chi minh city the cu chi tunnels were the location of several military campaigns in the 1960s nowadays it is a popular tourist destination there are documents from trusted sources about a private network of tunnels in this area used by a secret forces unit but it has not been discovered according to the documents this private network has n rooms numbered from 1 to n connected by n 1 bidirectional tunnels room 1 is the entry point from the ground surface to this underground network from room 1 you can follow the tunnels to go to any of the rooms the rooms are numbered in such a way that if you follow the shortest path from room 1 to any room x the sequence of visited rooms indices will be increasing the image below shows a valid map of this network the network below is invalid since the path from 1 to 4 is 1 3 2 4 which is not increasing there is also an old article from an unknown source mentioning about d i which is the number of rooms directly connected to room i given an array d of size n your task is to verify if it is possible to have such a network the first line contains an integer n the number of rooms in the network 2 leq n leq 1 000 print yes no if it is possible impossible to have such a network respectively,medium,3.1
zebras and ocelots input consists of a number n in the range 1 to 60 followed by n lines each of which is a single character either z for zebra or o for ocelot these give the order of the creatures from top first to bottom last output should be a single integer giving the number of times the bell must toll in order for there to be no more ocelots,medium,3.1
succession the king in utopia has died without an heir now several nobles in the country claim the throne the country law states that if the ruler has no heir the person who is most related to the founder of the country should rule to determine who is most related we measure the amount of blood in the veins of a claimant that comes from the founder a person gets half the blood from the father and the other half from the mother a child to the founder would have 1 2 royal blood that child s child with another parent who is not of royal lineage would have 1 4 royal blood and so on the person with the most blood from the founder is the one most related the first line contains two integers n 2 le n le 50 and m 2 le m le 50 the second line contains the name of the founder of utopia a single line containing the name of the claimant with most blood from the founder the input will be constructed so that the answer is unique,medium,3.1
knigs of the forest all moose are knigs of the forest but your latest moose friend karl lgtav is more interesting than most in part because of his fondness of fermented blueberries and in part because of the tribe he lives in each year his tribe holds a tournament to determine that year s alpha moose the winner gets to lead the tribe for a year and then permanently leaves the tribe the pool of contenders stays constant over the years apart from the old alpha moose being replaced by a newcomer in each tournament karl lgtav has recently begun to wonder when it will be his turn to win and has asked you to help him determine this he has supplied a list of the strength of each of the other moose in his tribe that will compete during the next n 1 years along with their time of entry into the tournament assuming that the winner each year is the moose with greatest strength determine when karl lgtav becomes the alpha moose the first line of input contains two space separated integers k 1 leq k leq 10 5 and n 1 leq n leq 10 5 denoting the size of the tournament pool and the number of years for which you have been supplied sufficient information the year karl lgtav wins the tournament or unknown if the given data is insufficient for determining this,medium,3.0
primary arithmetic children are taught to add multi digit numbers from right to left one digit at a time many find the carry operation in which a 1 is carried from one digit position to be added to the next to be a significant challenge your job is to count the number of carry operations for each of a set of addition problems so that educators may assess their difficulty each line of input contains two non negative integers with less than 10 digits for each line of input except the last you should compute and print the number of carry operations that would result from adding the two numbers in the exact format shown below,medium,3.1
posterize pixels in a digital picture can be represented with three integers in the range 0 to 255 that indicate the intensity of the red green and blue colors to compress an image or to create an artistic effect many photo editing tools include a posterize operation which works as follows each color channel is examined separately this problem focuses only on the red channel rather than allow all integers from 0 to 255 for the red channel a posterized image allows at most k integers from this range each pixel s original red intensity is replaced with the nearest of the allowed integers the photo editing tool selects a set of k integers that minimizes the sum of the squared errors introduced across all pixels in the original image if there are n pixels that have original red values r 1 ldots r n and k allowed integers v 1 ldots v k the sum of squared errors is defined as your task is to compute the minimum achievable sum of squared errors given parameter k and a description of the red intensities of an image s pixels the first line of the input contains two integers d 1 leq d leq 256 the number of distinct red values that occur in the original image and k 1 leq k leq d the number of distinct red values allowed in the posterized image the remaining d lines indicate the number of pixels of the image having various red values each such line contains two integers r 0 leq r leq 255 and p 1 leq p leq 2 26 where r is a red intensity value and p is the number of pixels having red intensity r those d lines are given in increasing order of red value display the sum of the squared errors for an optimally chosen set of k allowed integer values,medium,3.1
iks mirko s great grandmother katica is an avid mathematician she likes to torment mirko with math games this time she wrote down a sequence of numbers on a piece of paper and told mirko he may do the following choose any two numbers in the sequence let s call them a and b and a prime number x such that a is divisible by x after that mirko erases a and writes a x in its place in the end he erases b and writes b cdot x in its place mirko may perform this operation as many times he wants his goal is to obtain the maximum possible score because he gets candy from his great grandmother if he does so the score for one sequence is the greatest common divisor of all the numbers in the sequence he is not very good at this and he likes his candy so he has asked you to help him write a program that will calculate the maximum possible score since you are such a nice person you should also print the smallest number of times mirko must perform the operation to obtain the maximum possible score the first line of input contains one integer n 1 leq n leq 100 the number of elements in the starting sequence the one and only line of output should contain two integers the first integer is the maximal possible score mirko can obtain the second integer is the smallest number of operations mirko needs to perform to obtain it,medium,3.1
falcon dive our high speed camera failed at the most inappropriate moment said the director of the zoo this sequence with the falcon hurtling towards the ground at 250 mathrm km mathrm h is absolutely stunning i had hopes that we could use the last frame as a promotion picture it would look great with the autumn trees in the background but the falcon is too high even in this very last frame caught by the camera before it broke cut out the falcon from the picture in photoshop and just move it downwards said the falconer it s a routine photo manipulation that would be unnatural objected the director we cannot show the public such obviously doctored pictures on the contrary that would be quite natural replied the falconer look the falcon in such speed does not change its orientation so much its shape in the picture remains virtually the same in a few consecutive frames so if you move it down artificially it would still be a very good approximation of the natural situation which really occurred during the filming after some hesitation the director agreed with the proposition you are given two last frames of the camera with the silhouette of the falcon in both frames the background in the frames is identical only the silhouette of the falcon is at a different position in both frames the falcon is moving at a constant speed and the time between consecutive camera frames is also constant your task is to reconstruct the missing next frame in which the position of the falcon silhouette is changed according to its speed and to the speed of the camera the background in the new frame should be the same as the background in the previous two frames each test case starts with a line containing two integers m n 2 leq m n leq 1 000 and a printable ascii character c enclosed in single quotes the values on the line are separated by spaces next there are m lines one empty line and other m lines the first m lines represent the first frame the last m lines represent the second frame each nonempty line contains string of exactly n printable ascii characters each character represents one pixel of the original frame each frame contains a complete silhouette of the falcon in both frames all silhouette pixels are represented by the character c and all pixels which do not belong to the silhouette are represented by characters other than c the pixels of the silhouettes in both frames do not overlap even partially in other words no coordinates of a pixel of the silhouette in the first frame are the same as the coordinates of any pixel of the silhouette in the second frame the shapes of the silhouettes in both frames are identical the silhouette in any frame can be shifted by some number of pixels horizontally and or vertically so that its position exactly matches the position of the silhouette in the other frame the silhouettes do not rotate for various technical reasons the silhouette image might not be connected it may comprise of more disconnected regions in the frame for each test case print a picture frame consisting of m lines with n characters each the frame should represent the result of exact extrapolation of the falcon s movement based on the two input frames if the silhouette image in the second input frame is shifted horizontally and vertically by some number of pixels relatively to the first input frame then the silhouette image in the result frame should be shifted horizontally and vertically by the same number of pixels relatively to the second frame it is possible that the falcon s silhouette might appear in the frame picture only partially or it may not appear there at all print one empty line after each case,medium,3.1
secret santa christmas comes sooner every year in fact in one oft forgotten corner of the world gift giving has already started in the form of a secret santa syndicate everybody in the small town of haircombe is going to put their name into a hat this hat will be given a hearty shuffle and then afterwards everybody will take turns once more in taking a name back from the hat the name each person receives is the name of the fellow citizen to whom they will send a gift of course one concern with this strategy is that some unfortunate citizens could wind up giving gifts to themselves what are the chances that this will happen to any of the citizens of haircombe one line containing the number n 1 le n le 10 12 the number of citizens who will take part in secret santa one line containing one real number the probability that one or more people wind up giving gifts to themselves,medium,3.1
wooden signs a carpenter has received an order for a wooden directional sign each board must be aligned vertically with the previous one either to the basis of the previous arrowhead or to the opposite side being fixed there with a specially designed screw the two boards must overlap the carpenter wrote down a sequence of integers to encode the sketch sent by the designer but the sequence does not determine a unique model and he has thrown away the original sketch what looked like a trivial task turned out a big jigsaw to him the sequence with 1 n elements encodes the n arrows from the bottom to the top of the sign the first element is the position of the left side of the bottom arrow the remaining n elements define the positions where the arrowheads start from bottom to top the i th element is the position where the i th arrowhead basis is for instance the two signs depicted on the left and on the right could be encoded by 2 6 5 1 4 since a board must be aligned vertically with the previous one either to the basis of the previous arrowhead or to the opposite side if the sequence was 2 6 5 1 4 3 the fifth arrow could be fixed in any of the depicted signs with a screw either at 1 pointing to the right or at 4 pointing to the left with the arrowhead basis at 3 if the sequence was 2 3 1 the second arrow could only be fixed with a screw at 3 pointing to the left because consecutive boards must overlap all arrowheads are similar and the designer told the carpenter that their bases stand in different vertical lines as well as the left side of the bottom arrow altogether forming a permutation of 1 ldots n 1 that is why the carpenter overlooked the details and just wrote down the permutation e g 2 6 5 1 4 3 the first line has one integer n and the second line contains a permutation of the integers from 1 to n 1 integers in the same line are separated by a single space the output has a single line with the number modulo 2 31 1 2 147 483 647 of distinct signs that can be described by the given permutation,medium,3.1
balanced diet appreciating the time savings product consistency and nutritional value of prepared foods you have decided to eat all your meals from cans you have a shopping bag full of cans enough for the next two meals you want to finish the entire contents of all of these cans within the next two meals but since you have no means of refrigeration you can t save partial cans from one meal to the next you need to divide the cans up so you have approximately the same caloric intake for each of the next two meals if you can t make it work out exactly you will choose to eat more calories for your first meal and fewer for your second input contains up to 150 test cases one per line each test case starts with a positive integer 1 leq n leq 20 indicating the number of cans in your shopping bag this is followed by n integer values in the range 100 600 each one representing the calorie value of a particular can the sequence of test cases ends with a value of zero for n for every test case print out a line giving your calorie intake for the next two meals under the optimal partitioning of cans,medium,3.1
2048 2048 is a single player puzzle game created by gabriele cirulli1 it is played on a 4 times 4 grid that contains integers geq 2 that are powers of 2 the player can use a keyboard arrow key left up right down to move all the tiles simultaneously tiles slide as far as possible in the chosen direction until they are stopped by either another tile or the edge of the grid if two tiles of the same number collide while moving they will merge into a tile with the total value of the two tiles that collided the resulting tile cannot merge with another tile again in the same move please observe this merging behavior carefully in all sample inputs and outputs the input is always a valid game state of a 2048 puzzle the first four lines of input that each contains four integers describe the 16 integers in the 4 times 4 grid of 2048 puzzle the j th integer in the i th line denotes the content of the cell located at the i th row and the j th cell for this problem all integers in the input will be either 0 2 4 8 16 32 64 128 256 512 1024 integer 0 means an empty cell output four lines with four integers each two integers in a line must be separated by a single space this describes the new state of the 4 times 4 grid of 2048 puzzle again integer 0 means an empty cell note that in this problem you can ignore the part from the 2048 puzzle where it introduces a new random tile with a value of either 2 or 4 in an empty spot of the board at the start of a new turn,medium,3.1
weather report for a particular device s location you may assume that the weather each day is an independent random event and you are given the predicted probabilities of the four possible weather types each of the 4 n possible weather reports for a device must be encoded as a unique sequence of bits such that no sequence is a prefix of any other sequence an important property or else the server would not know when each sequence ends the goal is to use an encoding that minimizes the expected number of transmitted bits the first line of input contains an integer 1 le n le 20 the number of observations that go into each report the second line contains four positive floating point numbers p text sunny p text cloudy p text rainy and p text frogs representing the respective weather probabilities these probabilities have at most 6 digits after the decimal point and sum to 1 display the minimum expected number of bits in the encoding of a report with an absolute or relative error of at most 10 4,medium,3.1
avoidland avoidland is a puzzle played on an n times n board with n pawns the pawns are initially placed on the squares of the board at most one pawn per square the goal is to move the pawns so that they avoid each other there cannot be a row or a column with more than one pawn in one move a pawn can move to a neighboring unoccupied square that is a square that shares a side with the pawn s current location and there is no pawn on it given the initial locations of the pawns what is the minimum number of moves needed to solve the puzzle the first line contains an integer n then n lines follow the i th line contains the initial row and column coordinates of the i th pawn separated by space each coordinate is an integer between 1 and n you may assume that n is at most 1 000 000 the line contains the minimum number of moves needed to solve the puzzle,medium,3.1
incognito on the first line one positive number the number of test cases at most 100 after that per test case per test case,medium,3.1
trick or treat johnny and his friends have decided to spend halloween night doing the usual candy collection from the households of their village as the village is too big for a single group to collect the candy from all houses sequentially johnny and his friends have decided to split up so that each of them goes to a different house collects the candy or wreaks havoc if the residents don t give out candy and returns to a meeting point arranged in advance there are n houses in the village the positions of which can be identified with their cartesian coordinates on the euclidean plane johnny s gang is also made up of n people including johnny himself they have decided to distribute the candy after everybody comes back with their booty the houses might be far away but johnny s interest is in eating the candy as soon as possible keeping in mind that because of their response to the hospitality of some villagers some children might be wanted by the local authorities they have agreed to fix the meeting point by the river running through the village which is the line y 0 note that there may be houses on both sides of the river and some of the houses may be houseboats y 0 the walking speed of every child is 1 meter per second and they can move along any direction on the plane at exactly midnight each child will knock on the door of the house he has chosen collect the candy instantaneously and walk back along the shortest route to the meeting point tell johnny at what time he will be able to start eating the candy each test case starts with a line indicating the number n of houses 1 leq n leq 50 000 the next n lines describe the positions of the houses each of these lines contains two floating point numbers x and y 200 000 leq x y leq 200 000 the coordinates of a house in meters all houses are at different positions for each test case print two numbers in a line separated by a space the coordinate x of the meeting point on the line y 0 that minimizes the time the last child arrives and this time itself measured in seconds after midnight your answer should be accurate to within an absolute or relative error of 10 5,medium,3.1
peg solitaire the game of peg solitaire popular at the court of the french king louis xiv has the following rules given a two dimensional board with a mesh of holes each hole can contain one peg pin the only legal move of a peg is a vertical or horizontal jump over an adjacent peg into the empty hole next to the jumped peg in line with it which is then removed the original goal of the game was to leave a single peg in the predefined position on the board by performing only legal moves obviously such a solution is possible only for certain board forms and starting configurations to drop this restriction we slightly redefine the problem given the starting configuration of the board determine the minimum number of pegs that can be achieved by means of legal moves as well as the minimum number of moves required to reach that number of pegs the first line of the input contains one number 1 leq n leq 100 which represents the number of test cases each test case is described by the following lines of input that represent the initial state of the solitaire board for each test case your program should output a line with two numbers separated by a single whitespace with the first one denoting the minimum number of pegs achievable by legal moves starting with the given initial state and the second one providing the minimum required number of moves,medium,3.1
kastenlauf once every year jo and his friends want to visit the local fair in erlangen called bergkirchweih this year they want to make a kastenlauf box run they start at jo s home and have one box kasten of beer with twenty bottles as they are very thirsty they drink one bottle of beer every 50 metres as the way from jo s home to the bergkirchweih is pretty long they need more beer than they have initially fortunately there are stores selling beer on the way when they visit a store they can drop their empty bottles and buy new bottles but their total number of full bottles will not be more than twenty because they are too lazy to carry more than one full box you are given the coordinates of the stores of jo s home and of the location of the bergkirchweih write a program to determine whether jo and his friends can happily reach the bergkirchweih or whether they will run out of beer on the way input starts with one line containing the number of test cases t t leq 50 for each test case print one line containing either happy if jo and his friends can happily reach the bergkirchweih or sad if they will run out of beer on the way,medium,3.1
bank queue however there are too many people and only one counter is open which can serve one person per minute greedy as oliver is he would like to select some people in the queue so that the total amount of cash stored by these people is as big as possible and that money then can work for the bank overnight there is a problem though some people don t have the time to wait until the bank closes because they have to run somewhere else so they have to be served before a certain time after which they just leave oliver also turned off the infrared door sensor outside the bank so that no more people can enter because it s already too crowded in the hall the first line of input contains two integers n 1 leq n leq 10 000 and t 1 le t le 47 the number of people in the queue and the time in minutes until oliver closes the bank then follow n lines each with 2 integers c i and t i denoting the amount of cash in swedish crowns person i has and the time in minutes from now after which person i leaves if not served note that it takes one minute to serve a person and you must begin serving a person at time t i at the latest you can assume that 1 le c i le 100 000 and 0 le t i t output one line with the maximum amount of money you can get from the people in the queue before the bank closes,medium,3.1
the trip 2007 a number of students are members of a club that travels annually to exotic locations their destinations in the past have included indianapolis phoenix nashville philadelphia san jose atlanta eindhoven orlando vancouver honolulu beverly hills prague shanghai and san antonio this spring they are hoping to make a similar trip but aren t quite sure where or when an issue with the trip is that their very generous sponsors always give them various knapsacks and other carrying bags that they must pack for their trip home as the airline allows only so many pieces of luggage they decide to pool their gifts and to pack one bag within another so as to minimize the total number of pieces they must carry the bags are all exactly the same shape and differ only in their linear dimension which is a positive integer not exceeding 1 000 000 a bag with smaller dimension will fit in one with larger dimension you are to compute which bags to pack within which others so as to minimize the overall number of pieces of luggage i e the number of outermost bags while maintaining the minimal number of pieces you are also to minimize the total number of bags in any one piece that must be carried standard input contains several test cases each test case consists of an integer 1 leq n leq 10 000 giving the number of bags followed by n integers on one or more lines each giving the dimension of a piece a line containing 0 follows the last test case for each test case your output should consist of k the minimum number of pieces followed by k lines each giving the dimensions of the bags comprising one piece separated by spaces each dimension in the input should appear exactly once in the output and the bags in each piece must fit nested one within another if there is more than one solution any will do output an empty line between cases,medium,3.1
wertyu a common typing error is to place the hands on the keyboard one row to the right of the correct position so q is typed as w and j is typed as k and so on you are to decode a message typed in this manner input consists of several lines of text each line may contain digits spaces upper case letters except q a z or punctuation shown above except back quote keys labelled with words tab backsp control etc are not represented in the input replace each letter or punctuation symbol by the one immediately to its left on the qwerty keyboard shown above spaces in the input should be echoed in the output,medium,3.1
paradox with averages note that this is an easier version of the problem averageshard one well known joke goes as follows if a bad computer science student drops out of college and goes to a different college to study economics instead he will increase the average intelligence on both colleges in this problem we investigate the math behind this joke given the list of student iqs for both colleges find the number of students of computer science that can make the joke true the first line of the input file contains an integer t specifying the number of test cases each test case is preceded by a blank line for each test case output a single line with a single integer the number of computer science students that would cause the funny event to happen,medium,3.1
a vicious pikeman easy note that this is an easier version of the problem pikemanhard one of the reasons for this somewhat peculiar theory was the finding of ancient pike a combat spear scientists have found many of these throughout the years they come with a special symbol carved into them usually the symbol of the tribe this one didn t have a symbol carved into it it had pseudo code for fenwick trees as well as a config file for some kind of editor scientists are unsure which editor it might have been but they believe it was some version of the closed emacs beta instead of looking for more evidence the archeologists started speculating what strategy the pikemen used in these programming contests they must have been well prepared since this guy had algorithms carved into his spear the contest rules were probably as follows when submiting a solution to the judge the time in minutes from contest start was added to a penalty counter so in order to plan his problem solving a pikeman must have been good at approximating the number of minutes required to solve each problem you are given a number of problems which were designed for a contest in which the pikeman participated for each problem you are given the estimated time in minutes for solving the problem calculate the maximum number of problems a pikeman can solve in the contest and the minimum penalty he can get under the assumptions that these estimations are correct you may assume that the pikemen are very efficient submissions are always correct and after submitting a problem they start solving the next problem immediately input starts with two integers on a single line 1 le n le 10 4 and 1 le t le 10 9 the number of problems in the ancient contest and the total length of the contest in minutes then follows a line with four integers 1 le a b c t 0 le 10 6 where t 0 t 0 leq c specifies the time in minutes required for solving the first problem and the rest of the times t 1 dots t n 1 are given by output should consist of two integers the maximum number of problems a pikeman can solve within the time limit and the total penalty he will get for solving them as the penalty might be huge print it modulo 1 000 000 007 print them on the same line separated by a single space,medium,3.1
coast length the island municipality of soteholm is required to write a plan of action for their work with emission of greenhouse gases they realize that a natural first step is to decide whether they are for or against global warming for this purpose they have read the ipcc report on climate change and found out that the largest effect on their municipality could be the rising sea level the residents of soteholm value their coast highly and therefore want to maximize its total length for them to be able to make an informed decision on their position in the issue of global warming you have to help them find out whether their coastal line will shrink or expand if the sea level rises from height maps they have figured out what parts of their islands will be covered by water under the different scenarios described in the ipcc report but they need your help to calculate the length of the coastal lines the first line of the input contains two space separated integers n and m where 1 leq n m leq 1000 the following n lines each contain a string of length m consisting of only zeros and ones zero means water and one means land output one line with one integer the total length of the coast in km,medium,3.1
cat coat colors black is usually written as b red as o dilution as d in general a cat has two copies of each gene one from each parent except for the red gene which is sex bound we ll return to that later each copy can be either dominant which we ll denote using an upper case letter or recessive which we ll denote using a lower case letter thus for each gene there are three possibilities either both copies of the gene are dominant both are recessive or one is dominant and the other is recessive when describing a cat we ll write this as a pair of letters with the second one possibly being a to indicate a wildcard for example bb indicates that the cat has two recessive black genes and b indicates that the cat has a dominant black gene and that we don t care about whether the other one is dominant or recessive when a cat has no dominant red o gene its coat will be a variation of black according to the following four combinations b d black b dd blue bbd chocolate bbdd lilac now red o or o is sex bound on the x chromosone this means a male cat or tom only has a single red gene while a female has two red dominates black meaning that a cat having an o gene will always have red coloring like black red is also affected by the dilution gene for male cats we have the following two possible red colors here the black genes have no effect on the coat color d o red ddo cream for female cats the situation gets a bit more complicated if the female has two o genes she will be be red with variations depending on the dilution gene in exactly the same way as for male red cats d oo red ddoo cream however a female cat with the oo combination will have a partially black partially red coat these cats are known as torties tortoiseshells and named after both their coat colours starting with the black the four possible tortie colorings are thus as follows b d oo black red tortie b ddoo blue cream tortie bbd oo chocolate red tortie bbddoo lilac cream tortie when a pair of cats have kittens the offspring will get a random set of genes from their parents according to the following simple process for each gene independently one of the copies is selected uniformly at random from the father s two copies and the other copy is selected uniformly at random from the mother s two copies for the red gene there is a 50 chance that the offspring will be female in which case it will get the father s red gene and one of the mother s red genes at random and a 50 chance that the offspring will be male in which case it will only get one of the mother s red genes at random write a program which given the colors of two cats computes the most likely color for their offspring for cats having a color where some genes do not affect the color assume that the corresponding genes are uniformly random over the two choices dominant recessive for example if a cat is red you should assume that the possibilities dd and dd for the dilution gene are equally likely and that the four possibilities bb bb bb and bb are equally likely for the black gene but note that bb and bb are equivalent the input consists of two lines the first line gives the color of the female cat and the second line gives the color of the male cat each color is spelled and capitalized exactly as when it is listed above and the color is valid i e the male cat won t be a tortie output a list of the possible color outcomes for the offspring of the two cats each line should contain a color followed by a number 0 p le 1 indicating the probability of this particular outcome,medium,3.1
ignore the garbage fred works as an it consultant in an insurance company as they always had a large amount of customers waiting and arguing at the front desk management decided to deploy a ticket machine each customer would get a ticket with a number and there will be fancy lcd display over each desk showing the number of the next person fred was appointed to get this new enhancement working because fred is lazy when it comes to manual labor and as an it consultant he wouldn t lower himself to the level of some hardware technician except when upgrading his own computer he asked few technicians to install the displays and prepared himself just to plug in the ticket machine and try it out unfortunately for fred the technicians either inspired by mr bean or because of their carelessness installed the display upside down being a software guy fred decided that the hardware should not be tampered with after it is installed except for the case if he would be able to get back the technicians to repair it but they were already angry at him for his nagging then he noted that from time to time the display shows a correct number even when it is upside down and hey the ticket machine is an embedded device and contains a small processor it would be just a sin for an it guy not to try to meddle with it and try running an own version of linux now we just need to figure out which readable numbers will the display show input file will consist of several integers k i one per line there will be at most 1100 lines in the input for each k i from the input file output the k i th number shown on the display including the leading zeroes if there are some,medium,3.2
running race you are the main organiser of an annual running race where partipants must complete k laps the prizes are even larger than last year and you have attracted more partipants than expected every participant has a unique start number for identification in previous years there was ample time to hand out start numbers on the day of the race but this year every contestant receives their start number already when they register starting numbers are handed out in increasing sequence beginning from 1 as a consequence cancellations lead to gaps in the sequence of start numbers on the day of the race the large number of contestants also leads to other logistical challenges one is that it would take several days to produce the final ranking by hand so you have decided to use a computer write a program that computes the final ranking from the individual lap times the race is planned in such a way that all participants will be too exhausted to continue after k laps three integers l k and s how many lap times were recorded how many laps are needed to finish the race and how many start numbers were handed out during registration you can assume 1 leq l leq 10 5 1 leq k leq 10 and 1 leq s leq 10 9 one line per participant who completed the race identified by start number and ranked from fastest to slowest if two partipants have the same total time rank them by start number smallest first,medium,3.1
aldursr un the first line of the input contains an integer 3 leq n leq 8 the next line of the input contains n integers 1 leq c i leq 10 9 the integer c i describes the age of your i th child the first line of the output should contain the ages of your children after they have been rearranged to fit the criterion above if there are multiple valid rearrangements print any of them if no such rearrangement exists print neibb,medium,3.1
varied amusements marika and lisa love going to amusement parks this time they have their eyes set on a park with lots of exciting rides of three different types tilt a whirls roller coasters and drop towers there are a different tilt a whirls b roller coasters and c drop towers they want to ride n rides in sequence but never two rides of the same type in a row in how many ways can they choose such sequences of n rides the first and only line of input contains the integers n 1 le n le 50 a 1 le a le 50 b 1 le b le 50 and c 1 le c le 50 as described in the problem statement output the number of valid amusement ride sequences since this number can be very large output it modulo 10 9 7,medium,3.1
rice judge sir dorian loves to eat rice he always eats lunch at the rice palace where every day there are n portions of rice he has eaten rice for solng that he can determine the amount of rice grains in a portion in addition to the size of the rice grains in nanometers simply by looking at the portion to truly enjoy the rice he has decided that he will only eat one portion of rice per day after years of rice tasting dorian has started preferring larger rice grains in fact when selecting a portion it s just as important to him that the portion is big and that the grains of rice are large therefore he wants to eat the portion of rice with the largest sum of number of grains of rice and size of the grains if there are multiple portions with the same sum of number of grains and size of grains he has a bit of trouble deciding depending on what he prefers that day he either chooses the portion more grains of rice or larger grains of rice out of all portions with maximum possible sum dorian has created a list containing the number of grains of rice and the size of the grains for each of the n portions but is too tired to decide which one he should choose therefore he wants you to write a program that decides which portion he should pick given his list and preference that day the first line contains the integer n 1 leq n leq 10 5 the number of portions print an integer the index of the portion that sir dorian will like the most,medium,3.1
fleytitala fri rik is killing time by skipping stones he s getting so good at it that he can decide how often the stone will bounce fri rik starts by throwing the stone d meters after each bounce the distance the stone travels is cut in half how many meters does the stone travel in total the input consists of two lines the first line contains one integer 0 leq d leq 10 6 the distance that the stone will travel before bouncing the second line contains one integer 0 leq k leq 10 18 the number of bounces print a single line with a floating point number the total distance that the stone travels,medium,3.1
compression if there are multiple choices of repeating consecutive substrings to remove dry should choose in a way that results in the shortest possible final string for example in the string abbcdcabcdcd dry has two choices either removing the repeated b near the beginning or the repeated cd at the end if the b is removed then dry will be able to remove the repeated abcdc resulting in abcdcd from which the cd at the end will finally be removed resulting in abcd however if dry removed the cd at the end first it would be left with abbcdcabcd from which only the repeated b can be removed to obtain abcdcabcd and from that string nothing more can be removed so the correct choice for dry is to begin by compressing the double b and to finally end up with abcd icpc observed that dry obtains the best results on binary strings that is strings composed only of zeroes and ones so it has tasked you with implementing the best possible dry algorithm working on binary strings for any binary string you should output a shortest string that can be obtained by repeatedly applying dry to it the input consists of a single line containing a nonempty string of length less than or equal to 10 5 consisting only of zeroes and ones output one line containing a shortest possible result of running dry on the input string if there is more than one possible shortest result any one will be accepted,medium,3.0
die hard john and hans are playing a game involving 3 dice even though they are all 6 sided they are not guaranteed to be identical first john picks one of the dice and then hans picks one of the remaining two then they both roll their chosen die if they roll the same number they both re roll their die otherwise the winner is the one who rolled the highest number in case neither john or hans can win with their chosen dice they do not bother to re roll the dice indefinitely and no winner is declared can you help john pick a die that guarantees that he wins with a probability of at least frac 1 2 the input consists of three lines line i contains 6 positive integers x j 1 leq x j leq 1000 describing the sides of the i th die output the smallest i in 1 2 3 such that john can pick die i and be guaranteed to win with probability at least frac 1 2 if no such die exists output no dice,medium,3.0
where s my waterfall as a level designer for super mawio bros you have been creating maps for mawio to play on each with some combination of blank spaces bricks and item boxes for mawio to navigate on his way to save princess pweach you want to make some of the maps more interesting so you decide to add some waterfalls to them these waterfalls naturally cascade around the bricks and item boxes that you have already placed as they flow down from the top of the screen currently the map contains nothing but bricks item boxes and blank spaces waterfalls will be placed at certain column numbers at the top of the screen given this information output an updated map with the waterfalls displayed water flows straight down unless it is obstructed by a brick or item box when water is obstructed by an obstacle it will flow to both the right and the left of each obstacle unless those locations are also obstructed when water flows to the bottom of the map it stops flowing at the spot it hits the bottom at in the current representation of the map blank spaces are represented by the character o bricks by the character and item boxes by the character in the updated representation water should be represented by the character sim there will be no bricks nor item blocks on the top layer of a level the first line containing three space separated integers n m and k 1 leq n m leq 1 000 1 leq k leq m n and m represent the number of rows and columns in the map respectively k represents the number of waterfalls that are to be added the second line contains k space separated integers with each integer representing the column position p k 0 leq p k m of a waterfall that needs to be added at the top of the map the next n lines each contain m characters these n lines represent the n times m map of the level blank spaces are represented by the character o bricks by the character and item boxes by the character output n lines with each line containing m characters these lines should represent a map that is updated to show the paths of the waterfalls where water is represented by the character sim,medium,3.0
